,Unnamed: 0,id,license
34988,34988,Stny4tsJCQ8,Creative Commons Attribution license (reuse allowed)
35480,35480,Sv5kY9qZR5o,Creative Commons Attribution license (reuse allowed)
35660,35660,Sv_3rfV1i8I,Creative Commons Attribution license (reuse allowed)
35754,35754,Svo82aBK20g,Creative Commons Attribution license (reuse allowed)
35845,35845,Sw1ZdphMA-U,Creative Commons Attribution license (reuse allowed)
35902,35902,SwAfe7NjhCc,Creative Commons Attribution license (reuse allowed)
35934,35934,SwF5FAd3EDc,Creative Commons Attribution license (reuse allowed)
36159,36159,Swp5uq3PRAE,Creative Commons Attribution license (reuse allowed)
36271,36271,Sx5STC4QLws,Creative Commons Attribution license (reuse allowed)
36345,36345,SxIZEtsVsXA,Creative Commons Attribution license (reuse allowed)
37055,37055,Sz2W0610jc4,Creative Commons Attribution license (reuse allowed)
37081,37081,Sz5zhzVZCsI,Creative Commons Attribution license (reuse allowed)
37125,37125,SzE7xiepc0g,Creative Commons Attribution license (reuse allowed)
37230,37230,SzVWRox9f00,Creative Commons Attribution license (reuse allowed)
37243,37243,SzXkdbHR7EE,Creative Commons Attribution license (reuse allowed)
37247,37247,SzYVjwDqBlI,Creative Commons Attribution license (reuse allowed)
37316,37316,SzjDThSGXbI,Creative Commons Attribution license (reuse allowed)
37531,37531,T-EUVqztpSU,Creative Commons Attribution license (reuse allowed)
38021,38021,T0XDdaooxCA,Creative Commons Attribution license (reuse allowed)
38262,38262,T177p3capxA,Creative Commons Attribution license (reuse allowed)
38757,38757,T2KcvyXLRuk,Creative Commons Attribution license (reuse allowed)
38831,38831,T2ZNDYm7Qsc,Creative Commons Attribution license (reuse allowed)
39059,39059,T37R-gilsrs,Creative Commons Attribution license (reuse allowed)
39677,39677,T4hcv8Vfqg8,Creative Commons Attribution license (reuse allowed)
39728,39728,T4qVQt_xkRo,Creative Commons Attribution license (reuse allowed)
39831,39831,T56qmm0TKlc,Creative Commons Attribution license (reuse allowed)
39943,39943,T5PfDxSHyBw,Creative Commons Attribution license (reuse allowed)
40072,40072,T5jdNn17bi4,Creative Commons Attribution license (reuse allowed)
40900,40900,T7tWWOLS2QA,Creative Commons Attribution license (reuse allowed)
40987,40987,T88ohm2C3sI,Creative Commons Attribution license (reuse allowed)
41047,41047,T8JivuODUwE,Creative Commons Attribution license (reuse allowed)
41130,41130,T8XIhVG9omY,Creative Commons Attribution license (reuse allowed)
41306,41306,T8wWwPI5Orc,Creative Commons Attribution license (reuse allowed)
41339,41339,T9-d7mWt4k0,Creative Commons Attribution license (reuse allowed)
41427,41427,T9A91C4N_Cw,Creative Commons Attribution license (reuse allowed)
41458,41458,T9EcigRcznQ,Creative Commons Attribution license (reuse allowed)
41538,41538,T9RwbR1qoB8,Creative Commons Attribution license (reuse allowed)
41731,41731,T9s-oed3ASA,Creative Commons Attribution license (reuse allowed)
41743,41743,T9uJJnbvkps,Creative Commons Attribution license (reuse allowed)
41779,41779,T9zOh7NUPZs,Creative Commons Attribution license (reuse allowed)
41869,41869,TAE5U4_THlQ,Creative Commons Attribution license (reuse allowed)
41958,41958,TAWcYjHWi3g,Creative Commons Attribution license (reuse allowed)
41968,41968,TAYCSzXI8iA,Creative Commons Attribution license (reuse allowed)
41999,41999,TAbhCzsXnDY,Creative Commons Attribution license (reuse allowed)
42186,42186,TB4nkocKsw4,Creative Commons Attribution license (reuse allowed)
42230,42230,TBEsukcdPOk,Creative Commons Attribution license (reuse allowed)
42264,42264,TBLLEnDurPY,Creative Commons Attribution license (reuse allowed)
42548,42548,TC386QUFkXc,Creative Commons Attribution license (reuse allowed)
42712,42712,TCRRVYNXyf0,Creative Commons Attribution license (reuse allowed)
42745,42745,TCWeHcMtdAI,Creative Commons Attribution license (reuse allowed)
42751,42751,TCXTWOZ3cDI,Creative Commons Attribution license (reuse allowed)
42824,42824,TChLaxJNa4c,Creative Commons Attribution license (reuse allowed)
42827,42827,TChpzyJCfrs,Creative Commons Attribution license (reuse allowed)
43393,43393,TEDyujRENDI,Creative Commons Attribution license (reuse allowed)
43472,43472,TEPR385P_eE,Creative Commons Attribution license (reuse allowed)
43561,43561,TEa4mirDmfA,Creative Commons Attribution license (reuse allowed)
43582,43582,TEcK0-WvrAA,Creative Commons Attribution license (reuse allowed)
44230,44230,TGDBBT6LI_4,Creative Commons Attribution license (reuse allowed)
44495,44495,TGvwcKKqMh8,Creative Commons Attribution license (reuse allowed)
44542,44542,TH2PniOiQfk,Creative Commons Attribution license (reuse allowed)
44774,44774,THdM531p7Ww,Creative Commons Attribution license (reuse allowed)
44819,44819,THjLsLDQrYQ,Creative Commons Attribution license (reuse allowed)
44899,44899,THums-meWIM,Creative Commons Attribution license (reuse allowed)
45058,45058,TIHqsXzPUjc,Creative Commons Attribution license (reuse allowed)
45093,45093,TIPFzywDjFg,Creative Commons Attribution license (reuse allowed)
45116,45116,TITm3Bzw_GA,Creative Commons Attribution license (reuse allowed)
45356,45356,TJ0OkQoa5So,Creative Commons Attribution license (reuse allowed)
45416,45416,TJANpQvFDeY,Creative Commons Attribution license (reuse allowed)
45430,45430,TJCpfbKbig8,Creative Commons Attribution license (reuse allowed)
45442,45442,TJErS9T04HQ,Creative Commons Attribution license (reuse allowed)
45445,45445,TJFCQoOu4ZI,Creative Commons Attribution license (reuse allowed)
45618,45618,TJicKf0pVNg,Creative Commons Attribution license (reuse allowed)
45873,45873,TKP4gisRqTU,Creative Commons Attribution license (reuse allowed)
46238,46238,TLIugtOs4P8,Creative Commons Attribution license (reuse allowed)
46359,46359,TLbXczrGC2Q,Creative Commons Attribution license (reuse allowed)
46369,46369,TLeeD0bBxzA,Creative Commons Attribution license (reuse allowed)
46526,46526,TM33cboWC-0,Creative Commons Attribution license (reuse allowed)
46569,46569,TM925xZXWwU,Creative Commons Attribution license (reuse allowed)
46598,46598,TMEOrTGMymU,Creative Commons Attribution license (reuse allowed)
46645,46645,TML5_Ju4NTE,Creative Commons Attribution license (reuse allowed)
46666,46666,TMNtQyH2i5Y,Creative Commons Attribution license (reuse allowed)
47050,47050,TNJH5PODzTw,Creative Commons Attribution license (reuse allowed)
47142,47142,TNZiGusqOI4,Creative Commons Attribution license (reuse allowed)
47243,47243,TNoAiSMjIFo,Creative Commons Attribution license (reuse allowed)
47254,47254,TNpH33k9MEk,Creative Commons Attribution license (reuse allowed)
47445,47445,TOFjz2FNPz0,Creative Commons Attribution license (reuse allowed)
47773,47773,TP7iH6ar-t8,Creative Commons Attribution license (reuse allowed)
47853,47853,TPLELIOaJjs,Creative Commons Attribution license (reuse allowed)
47863,47863,TPMEqYeepU8,Creative Commons Attribution license (reuse allowed)
47973,47973,TPe1ZuBrFV4,Creative Commons Attribution license (reuse allowed)
48051,48051,TPsUv-UYgC0,Creative Commons Attribution license (reuse allowed)
48139,48139,TQ56qGW5IOk,Creative Commons Attribution license (reuse allowed)
48259,48259,TQOJmOX3FYk,Creative Commons Attribution license (reuse allowed)
48327,48327,TQZgmZRzodw,Creative Commons Attribution license (reuse allowed)
48443,48443,TQpiyuMvSTg,Creative Commons Attribution license (reuse allowed)
48587,48587,TRArOtaNK8Q,Creative Commons Attribution license (reuse allowed)
48631,48631,TRIJwsGsi4w,Creative Commons Attribution license (reuse allowed)
48789,48789,TRiS2lbjxNs,Creative Commons Attribution license (reuse allowed)
48792,48792,TRioKpH7rpI,Creative Commons Attribution license (reuse allowed)
48845,48845,TRpM8M0Fe-4,Creative Commons Attribution license (reuse allowed)
49042,49042,TSNNt6yBU_Q,Creative Commons Attribution license (reuse allowed)
49071,49071,TSTpZ3v0Foo,Creative Commons Attribution license (reuse allowed)
49445,49445,TTRkL2bsWPA,Creative Commons Attribution license (reuse allowed)
49572,49572,TTm98EuLApA,Creative Commons Attribution license (reuse allowed)
49971,49971,TUuLISNFrw4,Creative Commons Attribution license (reuse allowed)
50099,50099,TVG3yWGB0W0,Creative Commons Attribution license (reuse allowed)
50139,50139,TVNtZ7sr1LE,Creative Commons Attribution license (reuse allowed)
50344,50344,TVtmS3QU2cw,Creative Commons Attribution license (reuse allowed)
50442,50442,TW7hxVFJ3Ec,Creative Commons Attribution license (reuse allowed)
50579,50579,TWVx-bnzjS4,Creative Commons Attribution license (reuse allowed)
50668,50668,TWi1_sh9pno,Creative Commons Attribution license (reuse allowed)
50833,50833,TX8CtqzrnvY,Creative Commons Attribution license (reuse allowed)
50896,50896,TXHpsf8E6OE,Creative Commons Attribution license (reuse allowed)
51098,51098,TXnqaKNZvTw,Creative Commons Attribution license (reuse allowed)
51110,51110,TXq9TDo5kXs,Creative Commons Attribution license (reuse allowed)
51157,51157,TXzzjVrbeH8,Creative Commons Attribution license (reuse allowed)
51304,51304,TYOoOgLSVrg,Creative Commons Attribution license (reuse allowed)
51504,51504,TYvejZWDwg0,Creative Commons Attribution license (reuse allowed)
51508,51508,TYwSn_hudXc,Creative Commons Attribution license (reuse allowed)
51813,51813,TZmpLwZVohQ,Creative Commons Attribution license (reuse allowed)
51825,51825,TZonRkYLl2k,Creative Commons Attribution license (reuse allowed)
51942,51942,T_8aTmL1S3E,Creative Commons Attribution license (reuse allowed)
51962,51962,T_BW2GIUJhQ,Creative Commons Attribution license (reuse allowed)
52016,52016,T_L75hXS5sQ,Creative Commons Attribution license (reuse allowed)
52093,52093,T_W16lKj4fM,Creative Commons Attribution license (reuse allowed)
52142,52142,T_cUqeo5RZQ,Creative Commons Attribution license (reuse allowed)
52291,52291,T_xJDRKYNKU,Creative Commons Attribution license (reuse allowed)
52400,52400,TaEggy4Ilns,Creative Commons Attribution license (reuse allowed)
52408,52408,TaFdfTKweqM,Creative Commons Attribution license (reuse allowed)
52503,52503,TaWhA1dl_sA,Creative Commons Attribution license (reuse allowed)
52651,52651,TarmMgvbPcs,Creative Commons Attribution license (reuse allowed)
52811,52811,TbGFJOrE3Q8,Creative Commons Attribution license (reuse allowed)
53052,53052,TbzK64f-pgo,Creative Commons Attribution license (reuse allowed)
53092,53092,Tc3Urf-moyk,Creative Commons Attribution license (reuse allowed)
53182,53182,TcIo9rZl-ms,Creative Commons Attribution license (reuse allowed)
53309,53309,TceZQRIFyGE,Creative Commons Attribution license (reuse allowed)
53385,53385,Tcrdr4MUpFI,Creative Commons Attribution license (reuse allowed)
53450,53450,Td1pDCUbCHA,Creative Commons Attribution license (reuse allowed)
53461,53461,Td2eurktWsk,Creative Commons Attribution license (reuse allowed)
53475,53475,Td5HgH3Xdtk,Creative Commons Attribution license (reuse allowed)
53519,53519,TdDqFCr95KI,Creative Commons Attribution license (reuse allowed)
54220,54220,Tf4ewOEp0f0,Creative Commons Attribution license (reuse allowed)
54731,54731,TgRgQh12sMg,Creative Commons Attribution license (reuse allowed)
54875,54875,TgmHGUHYMHw,Creative Commons Attribution license (reuse allowed)
55009,55009,Th6Sr3Lsnr8,Creative Commons Attribution license (reuse allowed)
55168,55168,ThXp2dzT6Hs,Creative Commons Attribution license (reuse allowed)
55371,55371,Ti5yxwWJJWU,Creative Commons Attribution license (reuse allowed)
55446,55446,TiHI9VNoKfk,Creative Commons Attribution license (reuse allowed)
55667,55667,TitIdUEZtrE,Creative Commons Attribution license (reuse allowed)
56009,56009,TjjX3d1S9os,Creative Commons Attribution license (reuse allowed)
56079,56079,TjwNhJy_pq0,Creative Commons Attribution license (reuse allowed)
56130,56130,Tk1h4Ayi6Mo,Creative Commons Attribution license (reuse allowed)
56193,56193,TkDtuiAVZ7o,Creative Commons Attribution license (reuse allowed)
56301,56301,TkW32ekl10c,Creative Commons Attribution license (reuse allowed)
56484,56484,TkzlGzqZYvU,Creative Commons Attribution license (reuse allowed)
57009,57009,TmLrqd7tm8A,Creative Commons Attribution license (reuse allowed)
57572,57572,TnmjhPBgI80,Creative Commons Attribution license (reuse allowed)
57660,57660,To-c4JyTxaE,Creative Commons Attribution license (reuse allowed)
57882,57882,Toc_GYCReZE,Creative Commons Attribution license (reuse allowed)
58073,58073,Tp7vVJXPs1E,Creative Commons Attribution license (reuse allowed)
58201,58201,TpU3qo4nJu0,Creative Commons Attribution license (reuse allowed)
58287,58287,Tpi5uUtJ69E,Creative Commons Attribution license (reuse allowed)
58290,58290,TpiOfK-5vTU,Creative Commons Attribution license (reuse allowed)
58377,58377,TpwwB1Sm1ds,Creative Commons Attribution license (reuse allowed)
58465,58465,Tq9Ydhou4v8,Creative Commons Attribution license (reuse allowed)
58595,58595,TqUaJUDSi_o,Creative Commons Attribution license (reuse allowed)
58731,58731,Tqrp4eKTLVU,Creative Commons Attribution license (reuse allowed)
58837,58837,Tr7PR5N7Xpw,Creative Commons Attribution license (reuse allowed)
59508,59508,Tss5SKvMtUw,Creative Commons Attribution license (reuse allowed)
59514,59514,TsszbIZg864,Creative Commons Attribution license (reuse allowed)
59964,59964,Tu4bQXt5SQM,Creative Commons Attribution license (reuse allowed)
60459,60459,TvRkM34KufQ,Creative Commons Attribution license (reuse allowed)
60827,60827,TwMt5GaMn04,Creative Commons Attribution license (reuse allowed)
60925,60925,Twdz2TH3LlE,Creative Commons Attribution license (reuse allowed)
61163,61163,TxGtxOeNoTA,Creative Commons Attribution license (reuse allowed)
61611,61611,TyNnfpEWvGU,Creative Commons Attribution license (reuse allowed)
61618,61618,TyP73ZcxO2E,Creative Commons Attribution license (reuse allowed)
61861,61861,Tz0sAwgznbg,Creative Commons Attribution license (reuse allowed)
61978,61978,TzKriKisH3o,Creative Commons Attribution license (reuse allowed)
62031,62031,TzRiFDmR8R8,Creative Commons Attribution license (reuse allowed)
62269,62269,U-34nbO2Toc,Creative Commons Attribution license (reuse allowed)
62281,62281,U-4c6z9eQpo,Creative Commons Attribution license (reuse allowed)
62382,62382,U-LOfkZpyZw,Creative Commons Attribution license (reuse allowed)
62575,62575,U-qadsH0uZc,Creative Commons Attribution license (reuse allowed)
62752,62752,U0GsnjN8pFc,Creative Commons Attribution license (reuse allowed)
62791,62791,U0NdUzfZQmw,Creative Commons Attribution license (reuse allowed)
63194,63194,U1RT1BcYv1k,Creative Commons Attribution license (reuse allowed)
63258,63258,U1cEezHG3WM,Creative Commons Attribution license (reuse allowed)
63627,63627,U2Y1tIKXuNk,Creative Commons Attribution license (reuse allowed)
63936,63936,U3G-dIfKEOw,Creative Commons Attribution license (reuse allowed)
63945,63945,U3IQUymPm6Q,Creative Commons Attribution license (reuse allowed)
64216,64216,U44Wv1ZJtTE,Creative Commons Attribution license (reuse allowed)
64574,64574,U53OULZ-3-g,Creative Commons Attribution license (reuse allowed)
64670,64670,U5I_Ftgt1Qs,Creative Commons Attribution license (reuse allowed)
65052,65052,U6GfdziIdc0,Creative Commons Attribution license (reuse allowed)
65165,65165,U6Zp1LZohf8,Creative Commons Attribution license (reuse allowed)
65231,65231,U6jdeOMpxZQ,Creative Commons Attribution license (reuse allowed)
65570,65570,U7bzvGLUkVU,Creative Commons Attribution license (reuse allowed)
65591,65591,U7egYqrGL0U,Creative Commons Attribution license (reuse allowed)
65627,65627,U7kNdcIV-Hk,Creative Commons Attribution license (reuse allowed)
66042,66042,U8uE-2tz5Sk,Creative Commons Attribution license (reuse allowed)
66968,66968,UBC4h8a4vlA,Creative Commons Attribution license (reuse allowed)
66981,66981,UBFDxx8vodc,Creative Commons Attribution license (reuse allowed)
67026,67026,UBMmO9jPDUg,Creative Commons Attribution license (reuse allowed)
67099,67099,UBYlLqlN0Bo,Creative Commons Attribution license (reuse allowed)
67294,67294,UBxDNb4B1K8,Creative Commons Attribution license (reuse allowed)
67333,67333,UC1vm5BnjdU,Creative Commons Attribution license (reuse allowed)
67598,67598,UCmkQn22MLQ,Creative Commons Attribution license (reuse allowed)
67751,67751,UDCKHE4V8Lo,Creative Commons Attribution license (reuse allowed)
67800,67800,UDKU6OtuWtY,Creative Commons Attribution license (reuse allowed)
67889,67889,UDYJ2H0Rg94,Creative Commons Attribution license (reuse allowed)
68017,68017,UDvAXqN9muI,Creative Commons Attribution license (reuse allowed)
68103,68103,UE8cPljzQ40,Creative Commons Attribution license (reuse allowed)
68223,68223,UERvthKjfqk,Creative Commons Attribution license (reuse allowed)
68232,68232,UETYyuAVojE,Creative Commons Attribution license (reuse allowed)
68844,68844,UG5oxwdUr9U,Creative Commons Attribution license (reuse allowed)
68853,68853,UG7Iq7i8FtE,Creative Commons Attribution license (reuse allowed)
68874,68874,UG9WIsvpfMQ,Creative Commons Attribution license (reuse allowed)
69078,69078,UGgCGSOZhjc,Creative Commons Attribution license (reuse allowed)
69193,69193,UH-fGI_rFpY,Creative Commons Attribution license (reuse allowed)
69215,69215,UH2oEHoFNIU,Creative Commons Attribution license (reuse allowed)
69268,69268,UHD5qgGmMng,Creative Commons Attribution license (reuse allowed)
69305,69305,UHJQcJD12s0,Creative Commons Attribution license (reuse allowed)
69331,69331,UHNVuhdcTwY,Creative Commons Attribution license (reuse allowed)
69339,69339,UHPb7lcHqyU,Creative Commons Attribution license (reuse allowed)
69499,69499,UHnsf6RRY5Q,Creative Commons Attribution license (reuse allowed)
69886,69886,UIrvo_yPxy4,Creative Commons Attribution license (reuse allowed)
70031,70031,UJFs5FsQdAk,Creative Commons Attribution license (reuse allowed)
70121,70121,UJXaKH7j8gU,Creative Commons Attribution license (reuse allowed)
70164,70164,UJdPdNXMdCo,Creative Commons Attribution license (reuse allowed)
70174,70174,UJeaykn28GI,Creative Commons Attribution license (reuse allowed)
70361,70361,UK8iiWd6tuA,Creative Commons Attribution license (reuse allowed)
70381,70381,UKB2jOV7pB0,Creative Commons Attribution license (reuse allowed)
70400,70400,UKDi3qUX-8c,Creative Commons Attribution license (reuse allowed)
70550,70550,UKe4fbDH2XI,Creative Commons Attribution license (reuse allowed)
70949,70949,ULjbKJW5_Wk,Creative Commons Attribution license (reuse allowed)
70970,70970,ULn77Pw3sos,Creative Commons Attribution license (reuse allowed)
70987,70987,ULq1tJIDg0o,Creative Commons Attribution license (reuse allowed)
71068,71068,UM3peAZIj9k,Creative Commons Attribution license (reuse allowed)
71160,71160,UMN5JC1kjIM,Creative Commons Attribution license (reuse allowed)
71286,71286,UMfEW7GV_OI,Creative Commons Attribution license (reuse allowed)
71421,71421,UN0OtPrJFdE,Creative Commons Attribution license (reuse allowed)
71469,71469,UN7_eCxsuUU,Creative Commons Attribution license (reuse allowed)
71492,71492,UNAfrpwW28g,Creative Commons Attribution license (reuse allowed)
71571,71571,UNPXzdsCB0g,Creative Commons Attribution license (reuse allowed)
71575,71575,UNQOCvRrvjg,Creative Commons Attribution license (reuse allowed)
71576,71576,UNQTL9DqvAI,Creative Commons Attribution license (reuse allowed)
71674,71674,UNgvShN4USU,Creative Commons Attribution license (reuse allowed)
71754,71754,UNwyMxx0iwI,Creative Commons Attribution license (reuse allowed)
71850,71850,UO8hgsNXAPw,Creative Commons Attribution license (reuse allowed)
71992,71992,UOW_oURL4VI,Creative Commons Attribution license (reuse allowed)
72028,72028,UOaQBxkmmK8,Creative Commons Attribution license (reuse allowed)
72039,72039,UOcaFUyzFG8,Creative Commons Attribution license (reuse allowed)
72145,72145,UOqRXBJgapQ,Creative Commons Attribution license (reuse allowed)
72319,72319,UPKWPlW9rDU,Creative Commons Attribution license (reuse allowed)
72504,72504,UPmPynvGhYI,Creative Commons Attribution license (reuse allowed)
72621,72621,UQ7Rf5yjZJc,Creative Commons Attribution license (reuse allowed)
72887,72887,UQqMaFRuN78,Creative Commons Attribution license (reuse allowed)
72889,72889,UQqghx3qGTY,Creative Commons Attribution license (reuse allowed)
72911,72911,UQt2JA11GzY,Creative Commons Attribution license (reuse allowed)
73088,73088,URPSjlyhINo,Creative Commons Attribution license (reuse allowed)
73322,73322,URzkeEHBRKk,Creative Commons Attribution license (reuse allowed)
73451,73451,USIgSFgzwww,Creative Commons Attribution license (reuse allowed)
73686,73686,UStt339s_Kg,Creative Commons Attribution license (reuse allowed)
73729,73729,UT-lhh21nK8,Creative Commons Attribution license (reuse allowed)
73764,73764,UT5WBObuDuY,Creative Commons Attribution license (reuse allowed)
73817,73817,UTCnV8_iWZk,Creative Commons Attribution license (reuse allowed)
73898,73898,UTMbm2Q9IDY,Creative Commons Attribution license (reuse allowed)
74050,74050,UTimaykm2hY,Creative Commons Attribution license (reuse allowed)
74068,74068,UTnkEFG92OY,Creative Commons Attribution license (reuse allowed)
74250,74250,UUHyPXD-OQE,Creative Commons Attribution license (reuse allowed)
74264,74264,UULLGTrWef4,Creative Commons Attribution license (reuse allowed)
74280,74280,UUN4d8MW2MI,Creative Commons Attribution license (reuse allowed)
74667,74667,UVHQ5wSgUkI,Creative Commons Attribution license (reuse allowed)
74905,74905,UVuoN8cH_e4,Creative Commons Attribution license (reuse allowed)
75533,75533,UXRKoc5WbTg,Creative Commons Attribution license (reuse allowed)
75542,75542,UXTJlY5OBqw,Creative Commons Attribution license (reuse allowed)
75809,75809,UY9sLtjDy48,Creative Commons Attribution license (reuse allowed)
75873,75873,UYK1N7KnKvk,Creative Commons Attribution license (reuse allowed)
75974,75974,UY_-C_vF0K8,Creative Commons Attribution license (reuse allowed)
76036,76036,UYgkZOffNbE,Creative Commons Attribution license (reuse allowed)
76157,76157,UZ0kqB6vAeg,Creative Commons Attribution license (reuse allowed)
76402,76402,UZiSBZ8G6z0,Creative Commons Attribution license (reuse allowed)
76406,76406,UZjC1gE2IvI,Creative Commons Attribution license (reuse allowed)
76537,76537,U_4UwjnobpM,Creative Commons Attribution license (reuse allowed)
76576,76576,U_CPFngcKWU,Creative Commons Attribution license (reuse allowed)
76650,76650,U_QxkOQKVyM,Creative Commons Attribution license (reuse allowed)
76678,76678,U_Vx4xCaP_E,Creative Commons Attribution license (reuse allowed)
76874,76874,Ua1dfywxsig,Creative Commons Attribution license (reuse allowed)
77196,77196,Uar-4GVQzGA,Creative Commons Attribution license (reuse allowed)
77249,77249,Ub0jU1oOgEk,Creative Commons Attribution license (reuse allowed)
77336,77336,UbG2wYJOp3w,Creative Commons Attribution license (reuse allowed)
77626,77626,Uc3buSJd6HI,Creative Commons Attribution license (reuse allowed)
77906,77906,UcrFEjZnYVc,Creative Commons Attribution license (reuse allowed)
77922,77922,Ucu1HlQWdDc,Creative Commons Attribution license (reuse allowed)
77926,77926,UcuVfbOSPjE,Creative Commons Attribution license (reuse allowed)
78094,78094,UdPIHmCgudQ,Creative Commons Attribution license (reuse allowed)
78465,78465,UeNi3cp1kiA,Creative Commons Attribution license (reuse allowed)
78712,78712,Uf3D4Yx8qwA,Creative Commons Attribution license (reuse allowed)
78882,78882,UfS39HmBKEA,Creative Commons Attribution license (reuse allowed)
78903,78903,UfVTCHbLdDY,Creative Commons Attribution license (reuse allowed)
79035,79035,Ufp47-NkuJg,Creative Commons Attribution license (reuse allowed)
79083,79083,UfwcpE-6OWQ,Creative Commons Attribution license (reuse allowed)
79305,79305,UgXYsCOjlZo,Creative Commons Attribution license (reuse allowed)
79452,79452,UgvEHnRmFzE,Creative Commons Attribution license (reuse allowed)
79485,79485,Uh-5gkrQJfs,Creative Commons Attribution license (reuse allowed)
79562,79562,UhBywo3OCXA,Creative Commons Attribution license (reuse allowed)
79685,79685,UhVNmYQtfbE,Creative Commons Attribution license (reuse allowed)
79794,79794,UhoJpk05bRA,Creative Commons Attribution license (reuse allowed)
79857,79857,UhyrQ7uypwo,Creative Commons Attribution license (reuse allowed)
79924,79924,UiAVVOt0rSg,Creative Commons Attribution license (reuse allowed)
80092,80092,UidGIBnQamQ,Creative Commons Attribution license (reuse allowed)
80219,80219,UiyRrebVw60,Creative Commons Attribution license (reuse allowed)
80348,80348,UjIfKBl3GgY,Creative Commons Attribution license (reuse allowed)
80376,80376,UjMDnByn7NM,Creative Commons Attribution license (reuse allowed)
80444,80444,UjXeGOGBVSE,Creative Commons Attribution license (reuse allowed)
80498,80498,UjcoL81lJnA,Creative Commons Attribution license (reuse allowed)
80567,80567,UjnJV4oy98g,Creative Commons Attribution license (reuse allowed)
80876,80876,Ukb-_nZc7fo,Creative Commons Attribution license (reuse allowed)
80905,80905,Ukg7HmtM_l0,Creative Commons Attribution license (reuse allowed)
81028,81028,Ul1_T329yEU,Creative Commons Attribution license (reuse allowed)
81305,81305,UljFy98LwGs,Creative Commons Attribution license (reuse allowed)
81361,81361,UlrqbrgpoYw,Creative Commons Attribution license (reuse allowed)
81513,81513,UmAubLoRm2w,Creative Commons Attribution license (reuse allowed)
81515,81515,UmB3eB6uNWE,Creative Commons Attribution license (reuse allowed)
81599,81599,UmPM0jBgJME,Creative Commons Attribution license (reuse allowed)
81624,81624,UmTl6mUop2Y,Creative Commons Attribution license (reuse allowed)
81694,81694,UmaHuxCurPQ,Creative Commons Attribution license (reuse allowed)
81904,81904,Un8Y2Zl6boo,Creative Commons Attribution license (reuse allowed)
82031,82031,UnVp0UeOt7I,Creative Commons Attribution license (reuse allowed)
82048,82048,UnYT68ajMQ4,Creative Commons Attribution license (reuse allowed)
82212,82212,Unupi98LITU,Creative Commons Attribution license (reuse allowed)
82310,82310,Uo6Mx69r5AY,Creative Commons Attribution license (reuse allowed)
82470,82470,UoVnGUxPp4M,Creative Commons Attribution license (reuse allowed)
82931,82931,UpcP-YCJL4Y,Creative Commons Attribution license (reuse allowed)
83247,83247,UqRF-nd27b0,Creative Commons Attribution license (reuse allowed)
83267,83267,UqVB9AnX3jU,Creative Commons Attribution license (reuse allowed)
83313,83313,UqbYT2-7YaQ,Creative Commons Attribution license (reuse allowed)
83438,83438,UqwVJVG2cA8,Creative Commons Attribution license (reuse allowed)
83568,83568,UrG25rvI_8A,Creative Commons Attribution license (reuse allowed)
84103,84103,Use459WBeWc,Creative Commons Attribution license (reuse allowed)
84160,84160,UsoYZNO4QNs,Creative Commons Attribution license (reuse allowed)
84382,84382,UtOguc_pHNo,Creative Commons Attribution license (reuse allowed)
84440,84440,UtZnDo0ToiA,Creative Commons Attribution license (reuse allowed)
84475,84475,UtfRqerLw48,Creative Commons Attribution license (reuse allowed)
84480,84480,Utgmjlj5B7w,Creative Commons Attribution license (reuse allowed)
84797,84797,UuUhK4cSXZI,Creative Commons Attribution license (reuse allowed)
84825,84825,UuZ4kg5K70k,Creative Commons Attribution license (reuse allowed)
85405,85405,Uw5pjkSJtNQ,Creative Commons Attribution license (reuse allowed)
85473,85473,UwHjAqr4l7Q,Creative Commons Attribution license (reuse allowed)
85575,85575,UwY-HH6fQWk,Creative Commons Attribution license (reuse allowed)
85638,85638,UwkSA8nqmdI,Creative Commons Attribution license (reuse allowed)
85671,85671,UwojJPTie7A,Creative Commons Attribution license (reuse allowed)
85699,85699,UwtjC10SCqA,Creative Commons Attribution license (reuse allowed)
85766,85766,Ux2Sz5odlkQ,Creative Commons Attribution license (reuse allowed)
85773,85773,Ux3BzUvLqsk,Creative Commons Attribution license (reuse allowed)
85852,85852,UxFZWvo9OM0,Creative Commons Attribution license (reuse allowed)
85871,85871,UxKFD13Ayj4,Creative Commons Attribution license (reuse allowed)
85980,85980,Ux_xf44zPB8,Creative Commons Attribution license (reuse allowed)
86126,86126,UxxKMKhAffo,Creative Commons Attribution license (reuse allowed)
86137,86137,UxzJN474nlE,Creative Commons Attribution license (reuse allowed)
86209,86209,UyAtBCHjHn4,Creative Commons Attribution license (reuse allowed)
86336,86336,UySzFcxv0ao,Creative Commons Attribution license (reuse allowed)
86521,86521,UyyeLonIEsc,Creative Commons Attribution license (reuse allowed)
86542,86542,Uz1UIL4FONc,Creative Commons Attribution license (reuse allowed)
86572,86572,Uz8F_qT8JFc,Creative Commons Attribution license (reuse allowed)
86615,86615,UzFioeLXij0,Creative Commons Attribution license (reuse allowed)
3,3,UzhsZfK7czo,Creative Commons Attribution license (reuse allowed)
548,548,V02GeAE9aMA,Creative Commons Attribution license (reuse allowed)
642,642,V0HlIA69rDc,Creative Commons Attribution license (reuse allowed)
